ID_ALQUILER,DIA_ALQUILER,AÑO_RENTA,MES_RENTA,CUATRI_RENTA,TITULO_PELICULA,DESCRIPCION,AÑO,LENGUAJE,LENGUAJE_ORIGINAL,TIEMPO_RENTA,CLASIFICACION,DIRECCION,CITY,CODIGO_POSTAL,TELEFONO,NOMBRE_APELLIDO_CLIENTE,EMAIL_CLIENTE,"NOMBRE Y APELLIDO PERSONAL",EMAIL_PERSONAL,USERNAME,DIA_DEVOLUCION,MONTO,FECHA_PAGO,"ULTIMA ACTUALIZACION"
282,2005-05-26,2005,5,2,"WIZARD COLDBLOODED","A Lacklusture Display of a Robot And a Girl who must Defeat a Sumo Wrestler in A MySQL Convention",2006,English,NULL,4,PG,"47 MySakila Drive",Lethbridge,8160,62781725285,"JENNY CASTRO",JENNY.CASTRO@sakilacustomer.org,"Mike Hillyer",Mike.Hillyer@sakilastaff.com,Mike,2005-06-01,6.99,2005-05-26,2006-02-15
283,2005-05-26,2005,5,2,"SEA VIRGIN","A Fast-Paced Documentary of a Technical Writer And a Pastry Chef who must Escape a Moose in A U-Boat",2006,English,NULL,4,PG,"28 MySQL Boulevard",Woodridge,28349,890283544295,"GLENDA FRAZIER",GLENDA.FRAZIER@sakilacustomer.org,"Jon Stephens",Jon.Stephens@sakilastaff.com,Jon,2005-05-31,3.99,2005-05-26,2006-02-15
284,2005-05-26,2005,5,2,"BIRDS PERDITION","A Boring Story of a Womanizer And a Pioneer who must Face a Dog in California",2006,English,NULL,5,G,"28 MySQL Boulevard",Woodridge,91299,296394569728,"WILLIE MARKHAM",WILLIE.MARKHAM@sakilacustomer.org,"Jon Stephens",Jon.Stephens@sakilastaff.com,Jon,2005-06-04,8.99,2005-05-26,2006-02-15
285,2005-05-26,2005,5,2,"MADNESS ATTACKS","A Fanciful Tale of a Squirrel And a Boat who must Defeat a Crocodile in The Gulf of Mexico",2006,English,NULL,4,PG-13,"47 MySakila Drive",Lethbridge,22853,168476538960,"LAUREN HUDSON",LAUREN.HUDSON@sakilacustomer.org,"Mike Hillyer",Mike.Hillyer@sakilastaff.com,Mike,2005-05-31,1.99,2005-05-26,2006-02-15
286,2005-05-26,2005,5,2,"BIKINI BORROWERS","A Astounding Drama of a Astronaut And a Cat who must Discover a Woman in The First Manned Space Station",2006,English,NULL,7,NC-17,"28 MySQL Boulevard",Woodridge,57810,333390595558,"BILLY POULIN",BILLY.POULIN@sakilacustomer.org,"Jon Stephens",Jon.Stephens@sakilastaff.com,Jon,2005-06-04,6.99,2005-05-26,2006-02-15
287,2005-05-26,2005,5,2,"SHREK LICENSE","A Fateful Yarn of a Secret Agent And a Feminist who must Find a Feminist in A Jet Boat",2006,English,NULL,7,PG-13,"28 MySQL Boulevard",Woodridge,81766,407752414682,"DONNA THOMPSON",DONNA.THOMPSON@sakilacustomer.org,"Jon Stephens",Jon.Stephens@sakilastaff.com,Jon,2005-06-02,2.99,2005-05-26,2006-02-15
288,2005-05-26,2005,5,2,"SEATTLE EXPECATIONS","A Insightful Reflection of a Crocodile And a Sumo Wrestler who must Meet a Technical Writer in The Sahara Desert",2006,English,NULL,4,PG-13,"28 MySQL Boulevard",Woodridge,9495,821972242086,"KATHRYN COLEMAN",KATHRYN.COLEMAN@sakilacustomer.org,"Jon Stephens",Jon.Stephens@sakilastaff.com,Jon,2005-06-03,8.99,2005-05-26,2006-02-15
289,2005-05-26,2005,5,2,"LOUISIANA HARRY","A Lacklusture Drama of a Girl And a Technical Writer who must Redeem a Monkey in A Shark Tank",2006,English,NULL,5,PG-13,"28 MySQL Boulevard",Woodridge,37307,223664661973,"ANDREA HENDERSON",ANDREA.HENDERSON@sakilacustomer.org,"Jon Stephens",Jon.Stephens@sakilastaff.com,Jon,2005-05-28,0.99,2005-05-26,2006-02-15
290,2005-05-26,2005,5,2,"MUSCLE BRIGHT","A Stunning Panorama of a Sumo Wrestler And a Husband who must Redeem a Madman in Ancient India",2006,English,NULL,7,G,"28 MySQL Boulevard",Woodridge,87212,572068624538,"FREDERICK ISBELL",FREDERICK.ISBELL@sakilacustomer.org,"Jon Stephens",Jon.Stephens@sakilastaff.com,Jon,2005-05-30,2.99,2005-05-26,2006-02-15
291,2005-05-26,2005,5,2,"BUTTERFLY CHOCOLAT","A Fateful Story of a Girl And a Composer who must Conquer a Husband in A Shark Tank",2006,English,NULL,3,G,"47 MySakila Drive",Lethbridge,98883,29341849811,"CLIFTON MALCOLM",CLIFTON.MALCOLM@sakilacustomer.org,"Mike Hillyer",Mike.Hillyer@sakilastaff.com,Mike,2005-06-03,5.99,2005-05-26,2006-02-15
292,2005-05-26,2005,5,2,"UPRISING UPTOWN","A Fanciful Reflection of a Boy And a Butler who must Pursue a Woman in Berlin",2006,English,NULL,6,NC-17,"47 MySakila Drive",Lethbridge,92568,602101369463,"ANDRE RAPP",ANDRE.RAPP@sakilacustomer.org,"Mike Hillyer",Mike.Hillyer@sakilastaff.com,Mike,2005-06-05,6.99,2005-05-26,2006-02-15
293,2005-05-26,2005,5,2,"HANKY OCTOBER","A Boring Epistle of a Database Administrator And a Explorer who must Pursue a Madman in Soviet Georgia",2006,English,NULL,5,NC-17,"47 MySakila Drive",Lethbridge,66639,170117068815,"VERONICA STONE",VERONICA.STONE@sakilacustomer.org,"Mike Hillyer",Mike.Hillyer@sakilastaff.com,Mike,2005-06-03,5.99,2005-05-26,2006-02-15
294,2005-05-26,2005,5,2,"MOVIE SHAKESPEARE","A Insightful Display of a Database Administrator And a Student who must Build a Hunter in Berlin",2006,English,NULL,6,PG,"47 MySakila Drive",Lethbridge,91330,561729882725,"FRED WHEAT",FRED.WHEAT@sakilacustomer.org,"Mike Hillyer",Mike.Hillyer@sakilastaff.com,Mike,2005-05-28,4.99,2005-05-26,2006-02-15
295,2005-05-26,2005,5,2,"TEEN APOLLO","A Awe-Inspiring Drama of a Dog And a Man who must Escape a Robot in A Shark Tank",2006,English,NULL,3,G,"28 MySQL Boulevard",Woodridge,71110,409983924481,"ROSE HOWARD",ROSE.HOWARD@sakilacustomer.org,"Jon Stephens",Jon.Stephens@sakilastaff.com,Jon,2005-05-27,4.99,2005-05-26,2006-02-15
296,2005-05-26,2005,5,2,"STONE FIRE","A Intrepid Drama of a Astronaut And a Crocodile who must Find a Boat in Soviet Georgia",2006,English,NULL,3,G,"47 MySakila Drive",Lethbridge,33599,195337700615,"TIM CARY",TIM.CARY@sakilacustomer.org,"Mike Hillyer",Mike.Hillyer@sakilastaff.com,Mike,2005-06-04,6.99,2005-05-26,2006-02-15
297,2005-05-26,2005,5,2,"GANGS PRIDE","A Taut Character Study of a Woman And a A Shark who must Confront a Frisbee in Berlin",2006,English,NULL,4,PG-13,"28 MySQL Boulevard",Woodridge,69367,705800322606,"ANN EVANS",ANN.EVANS@sakilacustomer.org,"Jon Stephens",Jon.Stephens@sakilastaff.com,Jon,2005-05-27,2.99,2005-05-26,2006-02-15
298,2005-05-26,2005,5,2,"DONNIE ALLEY","A Awe-Inspiring Tale of a Butler And a Frisbee who must Vanquish a Teacher in Ancient Japan",2006,English,NULL,4,NC-17,"47 MySakila Drive",Lethbridge,70664,366776723320,"LEON BOSTIC",LEON.BOSTIC@sakilacustomer.org,"Mike Hillyer",Mike.Hillyer@sakilastaff.com,Mike,2005-05-29,0.99,2005-05-26,2006-02-15
299,2005-05-26,2005,5,2,"WANDA CHAMBER","A Insightful Drama of a A Shark And a Pioneer who must Find a Womanizer in The Outback",2006,English,NULL,7,PG-13,"47 MySakila Drive",Lethbridge,99552,72524459905,"MIGUEL BETANCOURT",MIGUEL.BETANCOURT@sakilacustomer.org,"Mike Hillyer",Mike.Hillyer@sakilastaff.com,Mike,2005-05-28,4.99,2005-05-26,2006-02-15
300,2005-05-26,2005,5,2,"BAREFOOT MANCHURIAN","A Intrepid Story of a Cat And a Student who must Vanquish a Girl in An Abandoned Amusement Park",2006,English,NULL,6,G,"47 MySakila Drive",Lethbridge,52535,69493378813,"FRANCES PARKER",FRANCES.PARKER@sakilacustomer.org,"Mike Hillyer",Mike.Hillyer@sakilastaff.com,Mike,2005-06-05,6.99,2005-05-26,2006-02-15
301,2005-05-26,2005,5,2,"SADDLE ANTITRUST","A Stunning Epistle of a Feminist And a A Shark who must Battle a Woman in An Abandoned Fun House",2006,English,NULL,7,PG-13,"28 MySQL Boulevard",Woodridge,85548,959949395183,"NAOMI JENNINGS",NAOMI.JENNINGS@sakilacustomer.org,"Jon Stephens",Jon.Stephens@sakilastaff.com,Jon,2005-06-01,2.99,2005-05-26,2006-02-15
302,2005-05-26,2005,5,2,"ORANGE GRAPES","A Astounding Documentary of a Butler And a Womanizer who must Face a Dog in A U-Boat",2006,English,NULL,4,PG-13,"28 MySQL Boulevard",Woodridge,69973,900235712074,"JESSE SCHILLING",JESSE.SCHILLING@sakilacustomer.org,"Jon Stephens",Jon.Stephens@sakilastaff.com,Jon,2005-06-03,4.99,2005-05-26,2006-02-15
303,2005-05-26,2005,5,2,"DOUBTFIRE LABYRINTH","A Intrepid Panorama of a Butler And a Composer who must Meet a Mad Cow in The Sahara Desert",2006,English,NULL,5,R,"28 MySQL Boulevard",Woodridge,97661,199514580428,"ENRIQUE FORSYTHE",ENRIQUE.FORSYTHE@sakilacustomer.org,"Jon Stephens",Jon.Stephens@sakilastaff.com,Jon,2005-05-27,4.99,2005-05-26,2006-02-15
304,2005-05-26,2005,5,2,"GORGEOUS BINGO","A Action-Packed Display of a Sumo Wrestler And a Car who must Overcome a Waitress in A Baloon Factory",2006,English,NULL,4,R,"28 MySQL Boulevard",Woodridge,67521,122981120653,"CHRISTIAN JUNG",CHRISTIAN.JUNG@sakilacustomer.org,"Jon Stephens",Jon.Stephens@sakilastaff.com,Jon,2005-06-02,5.99,2005-05-26,2006-02-15
305,2005-05-26,2005,5,2,"MOB DUFFEL","A Unbelieveable Documentary of a Frisbee And a Boat who must Meet a Boy in The Canadian Rockies",2006,English,NULL,4,G,"28 MySQL Boulevard",Woodridge,7939,928809465153,"JEROME KENYON",JEROME.KENYON@sakilacustomer.org,"Jon Stephens",Jon.Stephens@sakilastaff.com,Jon,2005-06-02,3.99,2005-05-26,2006-02-15
306,2005-05-26,2005,5,2,"MUSIC BOONDOCK","A Thrilling Tale of a Butler And a Astronaut who must Battle a Explorer in The First Manned Space Station",2006,English,NULL,7,R,"28 MySQL Boulevard",Woodridge,19151,135407755975,"KURT EMMONS",KURT.EMMONS@sakilacustomer.org,"Jon Stephens",Jon.Stephens@sakilastaff.com,Jon,2005-05-28,0.99,2005-05-26,2006-02-15
307,2005-05-26,2005,5,2,"DORADO NOTTING","A Action-Packed Tale of a Sumo Wrestler And a A Shark who must Meet a Frisbee in California",2006,English,NULL,5,NC-17,"47 MySakila Drive",Lethbridge,22025,409315295763,"AARON SELBY",AARON.SELBY@sakilacustomer.org,"Mike Hillyer",Mike.Hillyer@sakilastaff.com,Mike,2005-06-04,8.99,2005-05-26,2006-02-15
308,2005-05-26,2005,5,2,"ARTIST COLDBLOODED","A Stunning Reflection of a Robot And a Moose who must Challenge a Woman in California",2006,English,NULL,5,NC-17,"28 MySQL Boulevard",Woodridge,55802,363982224739,"OLGA JIMENEZ",OLGA.JIMENEZ@sakilacustomer.org,"Jon Stephens",Jon.Stephens@sakilastaff.com,Jon,2005-06-04,6.99,2005-05-26,2006-02-15
309,2005-05-26,2005,5,2,"HOLOCAUST HIGHBALL","A Awe-Inspiring Yarn of a Composer And a Man who must Find a Robot in Soviet Georgia",2006,English,NULL,6,R,"47 MySakila Drive",Lethbridge,36481,567359279425,"VICKIE BREWER",VICKIE.BREWER@sakilacustomer.org,"Mike Hillyer",Mike.Hillyer@sakilastaff.com,Mike,2005-06-02,1.99,2005-05-26,2006-02-15
310,2005-05-26,2005,5,2,"CAUSE DATE","A Taut Tale of a Explorer And a Pastry Chef who must Conquer a Hunter in A MySQL Convention",2006,English,NULL,3,R,"28 MySQL Boulevard",Woodridge,7122,653436985797,"RODNEY MOELLER",RODNEY.MOELLER@sakilacustomer.org,"Jon Stephens",Jon.Stephens@sakilastaff.com,Jon,2005-06-02,6.99,2005-05-26,2006-02-15
311,2005-05-26,2005,5,2,"NETWORK PEAK","A Unbelieveable Reflection of a Butler And a Boat who must Outgun a Mad Scientist in California",2006,English,NULL,5,PG-13,"47 MySakila Drive",Lethbridge,4662,146640639760,"VICKI FIELDS",VICKI.FIELDS@sakilacustomer.org,"Mike Hillyer",Mike.Hillyer@sakilastaff.com,Mike,2005-06-01,3.99,2005-05-26,2006-02-15
312,2005-05-26,2005,5,2,"HOUSE DYNAMITE","A Taut Story of a Pioneer And a Squirrel who must Battle a Student in Soviet Georgia",2006,English,NULL,7,R,"28 MySQL Boulevard",Woodridge,97700,923261616249,"LESLIE GORDON",LESLIE.GORDON@sakilacustomer.org,"Jon Stephens",Jon.Stephens@sakilastaff.com,Jon,2005-06-02,2.99,2005-05-26,2006-02-15
313,2005-05-26,2005,5,2,"TRADING PINOCCHIO","A Emotional Character Study of a Student And a Explorer who must Discover a Frisbee in The First Manned Space Station",2006,English,NULL,6,PG,"28 MySQL Boulevard",Woodridge,82580,640843562301,"EDUARDO HIATT",EDUARDO.HIATT@sakilacustomer.org,"Jon Stephens",Jon.Stephens@sakilastaff.com,Jon,2005-05-29,4.99,2005-05-26,2006-02-15
314,2005-05-26,2005,5,2,"NONE SPIKING","A Boring Reflection of a Secret Agent And a Astronaut who must Face a Composer in A Manhattan Penthouse",2006,English,NULL,3,NC-17,"47 MySakila Drive",Lethbridge,61613,652218196731,"TARA RYAN",TARA.RYAN@sakilacustomer.org,"Mike Hillyer",Mike.Hillyer@sakilastaff.com,Mike,2005-05-28,0.99,2005-05-26,2006-02-15
315,2005-05-26,2005,5,2,"NIGHTMARE CHILL","A Brilliant Display of a Robot And a Butler who must Fight a Waitress in An Abandoned Mine Shaft",2006,English,NULL,3,PG,"28 MySQL Boulevard",Woodridge,14408,918119601885,"NELLIE GARRETT",NELLIE.GARRETT@sakilacustomer.org,"Jon Stephens",Jon.Stephens@sakilastaff.com,Jon,2005-05-29,4.99,2005-05-26,2006-02-15
316,2005-05-26,2005,5,2,"STAGECOACH ARMAGEDDON","A Touching Display of a Pioneer And a Butler who must Chase a Car in California",2006,English,NULL,5,R,"28 MySQL Boulevard",Woodridge,38140,56257502250,"DORA MEDINA",DORA.MEDINA@sakilacustomer.org,"Jon Stephens",Jon.Stephens@sakilastaff.com,Jon,2005-05-29,4.99,2005-05-26,2006-02-15
317,2005-05-26,2005,5,2,"AGENT TRUMAN","A Intrepid Panorama of a Robot And a Boy who must Escape a Sumo Wrestler in Ancient China",2006,English,NULL,3,PG,"47 MySakila Drive",Lethbridge,83536,667736124769,"CLARENCE GAMEZ",CLARENCE.GAMEZ@sakilacustomer.org,"Mike Hillyer",Mike.Hillyer@sakilastaff.com,Mike,2005-06-01,5.99,2005-05-26,2006-02-15
318,2005-05-26,2005,5,2,"MASK PEACH","A Boring Character Study of a Student And a Robot who must Meet a Woman in California",2006,English,NULL,6,NC-17,"47 MySakila Drive",Lethbridge,55561,250767749542,"MILDRED BAILEY",MILDRED.BAILEY@sakilacustomer.org,"Mike Hillyer",Mike.Hillyer@sakilastaff.com,Mike,2005-06-03,4.99,2005-05-26,2006-02-15
319,2005-05-26,2005,5,2,"PATRIOT ROMAN","A Taut Saga of a Robot And a Database Administrator who must Challenge a Astronaut in California",2006,English,NULL,6,PG,"47 MySakila Drive",Lethbridge,9223,918711376618,"JANE BENNETT",JANE.BENNETT@sakilacustomer.org,"Mike Hillyer",Mike.Hillyer@sakilastaff.com,Mike,2005-05-30,2.99,2005-05-26,2006-02-15
320,2005-05-27,2005,5,2,"DOORS PRESIDENT","A Awe-Inspiring Display of a Squirrel And a Woman who must Overcome a Boy in The Gulf of Mexico",2006,English,NULL,3,NC-17,"47 MySakila Drive",Lethbridge,17886,838635286649,"PATRICIA JOHNSON",PATRICIA.JOHNSON@sakilacustomer.org,"Mike Hillyer",Mike.Hillyer@sakilastaff.com,Mike,2005-05-28,4.99,2005-05-27,2006-02-15
322,2005-05-27,2005,5,2,"WYOMING STORM","A Awe-Inspiring Panorama of a Robot And a Boat who must Overcome a Feminist in A U-Boat",2006,English,NULL,6,PG-13,"47 MySakila Drive",Lethbridge,72349,211256301880,"TYLER WREN",TYLER.WREN@sakilacustomer.org,"Mike Hillyer",Mike.Hillyer@sakilastaff.com,Mike,2005-06-02,4.99,2005-05-27,2006-02-15
323,2005-05-27,2005,5,2,"LEBOWSKI SOLDIERS","A Beautiful Epistle of a Secret Agent And a Pioneer who must Chase a Astronaut in Ancient China",2006,English,NULL,6,PG-13,"28 MySQL Boulevard",Woodridge,30861,563660187896,"CLARA SHAW",CLARA.SHAW@sakilacustomer.org,"Jon Stephens",Jon.Stephens@sakilastaff.com,Jon,2005-05-30,2.99,2005-05-27,2006-02-15
324,2005-05-27,2005,5,2,"ROCKETEER MOTHER","A Awe-Inspiring Character Study of a Robot And a Sumo Wrestler who must Discover a Womanizer in A Shark Tank",2006,English,NULL,3,PG-13,"28 MySQL Boulevard",Woodridge,19065,350970907017,"MISTY LAMBERT",MISTY.LAMBERT@sakilacustomer.org,"Jon Stephens",Jon.Stephens@sakilastaff.com,Jon,2005-05-30,0.99,2005-05-27,2006-02-15
325,2005-05-27,2005,5,2,"MAIDEN HOME","A Lacklusture Saga of a Moose And a Teacher who must Kill a Forensic Psychologist in A MySQL Convention",2006,English,NULL,3,PG,"28 MySQL Boulevard",Woodridge,21872,474047727727,"OSCAR AQUINO",OSCAR.AQUINO@sakilacustomer.org,"Jon Stephens",Jon.Stephens@sakilastaff.com,Jon,2005-05-31,5.99,2005-05-27,2006-02-15
326,2005-05-27,2005,5,2,"SUPER WYOMING","A Action-Packed Saga of a Pastry Chef And a Explorer who must Discover a A Shark in The Outback",2006,English,NULL,5,PG,"47 MySakila Drive",Lethbridge,63104,617567598243,"EDWIN BURK",EDWIN.BURK@sakilacustomer.org,"Mike Hillyer",Mike.Hillyer@sakilastaff.com,Mike,2005-06-04,7.99,2005-05-27,2006-02-15
327,2005-05-27,2005,5,2,"MODEL FISH","A Beautiful Panorama of a Boat And a Crocodile who must Outrace a Dog in Australia",2006,English,NULL,4,NC-17,"28 MySQL Boulevard",Woodridge,76383,963887147572,"DAWN SULLIVAN",DAWN.SULLIVAN@sakilacustomer.org,"Jon Stephens",Jon.Stephens@sakilastaff.com,Jon,2005-06-04,8.99,2005-05-27,2006-02-15
328,2005-05-27,2005,5,2,"MALKOVICH PET","A Intrepid Reflection of a Waitress And a A Shark who must Kill a Squirrel in The Outback",2006,English,NULL,6,G,"28 MySQL Boulevard",Woodridge,48745,524567129902,"JIM REA",JIM.REA@sakilacustomer.org,"Jon Stephens",Jon.Stephens@sakilastaff.com,Jon,2005-06-01,2.99,2005-05-27,2006-02-15
329,2005-05-27,2005,5,2,"MISSION ZOOLANDER","A Intrepid Story of a Sumo Wrestler And a Teacher who must Meet a A Shark in An Abandoned Fun House",2006,English,NULL,3,PG-13,"28 MySQL Boulevard",Woodridge,42420,541327526474,"GEORGIA JACOBS",GEORGIA.JACOBS@sakilacustomer.org,"Jon Stephens",Jon.Stephens@sakilastaff.com,Jon,2005-05-31,5.99,2005-05-27,2006-02-15
330,2005-05-27,2005,5,2,"FRENCH HOLIDAY","A Thrilling Epistle of a Dog And a Feminist who must Kill a Madman in Berlin",2006,English,NULL,5,PG,"47 MySakila Drive",Lethbridge,57338,435785045362,"CAROLINE BOWMAN",CAROLINE.BOWMAN@sakilacustomer.org,"Mike Hillyer",Mike.Hillyer@sakilastaff.com,Mike,2005-06-04,7.99,2005-05-27,2006-02-15
331,2005-05-27,2005,5,2,"HEAD STRANGER","A Thoughtful Saga of a Hunter And a Crocodile who must Confront a Dog in The Gulf of Mexico",2006,English,NULL,4,R,"28 MySQL Boulevard",Woodridge,5135,947233365992,"KELLY TORRES",KELLY.TORRES@sakilacustomer.org,"Jon Stephens",Jon.Stephens@sakilastaff.com,Jon,2005-06-05,9.99,2005-05-27,2006-02-15
332,2005-05-27,2005,5,2,"FREDDY STORM","A Intrepid Saga of a Man And a Lumberjack who must Vanquish a Husband in The Outback",2006,English,NULL,6,NC-17,"28 MySQL Boulevard",Woodridge,52137,710603868323,"JAMES GANNON",JAMES.GANNON@sakilacustomer.org,"Jon Stephens",Jon.Stephens@sakilastaff.com,Jon,2005-06-03,5.99,2005-05-27,2006-02-15
333,2005-05-27,2005,5,2,"SWEDEN SHINING","A Taut Documentary of a Car And a Robot who must Conquer a Boy in The Canadian Rockies",2006,English,NULL,6,PG,"28 MySQL Boulevard",Woodridge,40509,129953030512,"ALLEN BUTTERFIELD",ALLEN.BUTTERFIELD@sakilacustomer.org,"Jon Stephens",Jon.Stephens@sakilastaff.com,Jon,2005-06-01,4.99,2005-05-27,2006-02-15
334,2005-05-27,2005,5,2,"SUNRISE LEAGUE","A Beautiful Epistle of a Madman And a Butler who must Face a Crocodile in A Manhattan Penthouse",2006,English,NULL,3,PG-13,"28 MySQL Boulevard",Woodridge,32114,104491201771,"KRISTEN CHAVEZ",KRISTEN.CHAVEZ@sakilacustomer.org,"Jon Stephens",Jon.Stephens@sakilastaff.com,Jon,2005-05-29,4.99,2005-05-27,2006-02-15
335,2005-05-27,2005,5,2,"FEUD FROGMEN","A Brilliant Reflection of a Database Administrator And a Mad Cow who must Chase a Woman in The Canadian Rockies",2006,English,NULL,6,R,"47 MySakila Drive",Lethbridge,54308,949312333307,"SANDRA MARTIN",SANDRA.MARTIN@sakilacustomer.org,"Mike Hillyer",Mike.Hillyer@sakilastaff.com,Mike,2005-06-05,3.99,2005-05-27,2006-02-15
336,2005-05-27,2005,5,2,"HALLOWEEN NUTS","A Amazing Panorama of a Forensic Psychologist And a Technical Writer who must Fight a Dentist in A U-Boat",2006,English,NULL,6,PG-13,"47 MySakila Drive",Lethbridge,89502,874337098891,"CAROLE BARNETT",CAROLE.BARNETT@sakilacustomer.org,"Mike Hillyer",Mike.Hillyer@sakilastaff.com,Mike,2005-05-29,2.99,2005-05-27,2006-02-15
337,2005-05-27,2005,5,2,"COAST RAINBOW","A Astounding Documentary of a Mad Cow And a Pioneer who must Challenge a Butler in The Sahara Desert",2006,English,NULL,4,PG,"28 MySQL Boulevard",Woodridge,72192,272572357893,"RUTH MARTINEZ",RUTH.MARTINEZ@sakilacustomer.org,"Jon Stephens",Jon.Stephens@sakilastaff.com,Jon,2005-06-02,2.99,2005-05-27,2006-02-15
338,2005-05-27,2005,5,2,"MERMAID INSECTS","A Lacklusture Drama of a Waitress And a Husband who must Fight a Husband in California",2006,English,NULL,5,NC-17,"28 MySQL Boulevard",Woodridge,62250,935508855935,"LORRAINE STEPHENS",LORRAINE.STEPHENS@sakilacustomer.org,"Jon Stephens",Jon.Stephens@sakilastaff.com,Jon,2005-06-01,4.99,2005-05-27,2006-02-15
339,2005-05-27,2005,5,2,"LOCK REAR","A Thoughtful Character Study of a Squirrel And a Technical Writer who must Outrace a Student in Ancient Japan",2006,English,NULL,7,R,"28 MySQL Boulevard",Woodridge,32347,448876499197,"ELMER NOE",ELMER.NOE@sakilacustomer.org,"Jon Stephens",Jon.Stephens@sakilastaff.com,Jon,2005-06-04,3.99,2005-05-27,2006-02-15
340,2005-05-27,2005,5,2,"DARKO DORADO","A Stunning Reflection of a Frisbee And a Husband who must Redeem a Dog in New Orleans",2006,English,NULL,3,NC-17,"28 MySQL Boulevard",Woodridge,4855,95666951770,"TONYA CHAPMAN",TONYA.CHAPMAN@sakilacustomer.org,"Jon Stephens",Jon.Stephens@sakilastaff.com,Jon,2005-06-04,9.99,2005-05-27,2006-02-15
341,2005-05-27,2005,5,2,"TRAMP OTHERS","A Brilliant Display of a Composer And a Cat who must Succumb a A Shark in Ancient India",2006,English,NULL,4,PG,"28 MySQL Boulevard",Woodridge,39072,347487831378,"GLORIA COOK",GLORIA.COOK@sakilacustomer.org,"Jon Stephens",Jon.Stephens@sakilastaff.com,Jon,2005-06-05,5.99,2005-05-27,2006-02-15
342,2005-05-27,2005,5,2,"TALENTED HOMICIDE","A Lacklusture Panorama of a Dentist And a Forensic Psychologist who must Outrace a Pioneer in A U-Boat",2006,English,NULL,6,PG,"28 MySQL Boulevard",Woodridge,33030,754579047924,"MATHEW BOLIN",MATHEW.BOLIN@sakilacustomer.org,"Jon Stephens",Jon.Stephens@sakilastaff.com,Jon,2005-05-29,0.99,2005-05-27,2006-02-15
343,2005-05-27,2005,5,2,"RESURRECTION SILVERADO","A Epic Yarn of a Robot And a Explorer who must Challenge a Girl in A MySQL Convention",2006,English,NULL,6,PG,"47 MySakila Drive",Lethbridge,28587,205524798287,"JON WILES",JON.WILES@sakilacustomer.org,"Mike Hillyer",Mike.Hillyer@sakilastaff.com,Mike,2005-05-28,0.99,2005-05-27,2006-02-15
344,2005-05-27,2005,5,2,"LABYRINTH LEAGUE","A Awe-Inspiring Saga of a Composer And a Frisbee who must Succumb a Pioneer in The Sahara Desert",2006,English,NULL,6,PG-13,"28 MySQL Boulevard",Woodridge,18727,727785483194,"MARCIA DEAN",MARCIA.DEAN@sakilacustomer.org,"Jon Stephens",Jon.Stephens@sakilastaff.com,Jon,2005-05-29,2.99,2005-05-27,2006-02-15
345,2005-05-27,2005,5,2,"FATAL HAUNTED","A Beautiful Drama of a Student And a Secret Agent who must Confront a Dentist in Ancient Japan",2006,English,NULL,6,PG,"28 MySQL Boulevard",Woodridge,30861,563660187896,"CLARA SHAW",CLARA.SHAW@sakilacustomer.org,"Jon Stephens",Jon.Stephens@sakilastaff.com,Jon,2005-05-31,2.99,2005-05-27,2006-02-15
346,2005-05-27,2005,5,2,"VIDEOTAPE ARSENIC","A Lacklusture Display of a Girl And a Astronaut who must Succumb a Student in Australia",2006,English,NULL,4,NC-17,"47 MySakila Drive",Lethbridge,16266,517338314235,"BETTY WHITE",BETTY.WHITE@sakilacustomer.org,"Mike Hillyer",Mike.Hillyer@sakilastaff.com,Mike,2005-06-05,9.99,2005-05-27,2006-02-15
347,2005-05-27,2005,5,2,"GHOSTBUSTERS ELF","A Thoughtful Epistle of a Dog And a Feminist who must Chase a Composer in Berlin",2006,English,NULL,7,R,"28 MySQL Boulevard",Woodridge,97390,71857599858,"EUGENE CULPEPPER",EUGENE.CULPEPPER@sakilacustomer.org,"Jon Stephens",Jon.Stephens@sakilastaff.com,Jon,2005-05-28,0.99,2005-05-27,2006-02-15
348,2005-05-27,2005,5,2,"HANGING DEEP","A Action-Packed Yarn of a Boat And a Crocodile who must Build a Monkey in Berlin",2006,English,NULL,5,G,"28 MySQL Boulevard",Woodridge,69221,932992626595,"JORGE OLIVARES",JORGE.OLIVARES@sakilacustomer.org,"Jon Stephens",Jon.Stephens@sakilastaff.com,Jon,2005-06-01,4.99,2005-05-27,2006-02-15
349,2005-05-27,2005,5,2,"ORANGE GRAPES","A Astounding Documentary of a Butler And a Womanizer who must Face a Dog in A U-Boat",2006,English,NULL,4,PG-13,"28 MySQL Boulevard",Woodridge,38145,481183273622,"KATHLEEN ADAMS",KATHLEEN.ADAMS@sakilacustomer.org,"Jon Stephens",Jon.Stephens@sakilastaff.com,Jon,2005-05-28,0.99,2005-05-27,2006-02-15
350,2005-05-27,2005,5,2,"MULAN MOON","A Emotional Saga of a Womanizer And a Pioneer who must Overcome a Dentist in A Baloon",2006,English,NULL,4,G,"28 MySQL Boulevard",Woodridge,45844,380657522649,"MARGARET MOORE",MARGARET.MOORE@sakilacustomer.org,"Jon Stephens",Jon.Stephens@sakilastaff.com,Jon,2005-06-04,4.99,2005-05-27,2006-02-15
