ID_ALQUILER;DIA_ALQUILER;A��O_R;MES_RENTA;CUATRI_RENTA;TITULO_PELICULA;DESCRIPCION;A�;LENGUAJE;LENGUAJE_ORIGINAL;TIEMPO_RENTA;CLASIFICACION;DIRECCION;CITY;CODIGO_POSTAL;TELEFONO;NOMBRE_APELLIDO_CLIENTE;EMAIL_CLIENTE;NOMBRE Y APELLIDO PERSONAL;EMAIL_PERSONAL;USERNAME;DIA_DEVOLUCION;MONTO;FECHA_PAGO;ULTIMA ACTUALIZACION;;;;
162;26/5/2005;2005;5;2;EDGE KISSING;A Beautiful Yarn of a Composer And a Mad Cow who must Redeem a Mad Scientist in A Jet Boat;2006;English;NULL;5;NC-17;47 MySakila Drive;Lethbridge;98573;4,29926E+11;RAMONA HALE;RAMONA.HALE@sakilacustomer.org;Mike Hillyer;Mike.Hillyer@sakilastaff.com;Mike;27/5/2005;4.99;26/5/2005;15/2/2006;;JEREMY HURTADO;2;2
163;26/5/2005;2005;5;2;KISSING DOLLS;A Insightful Reflection of a Pioneer And a Teacher who must Build a Composer in The First Manned Space Station;2006;English;NULL;3;R;47 MySakila Drive;Lethbridge;80720;4,49216E+11;RITA GRAHAM;RITA.GRAHAM@sakilacustomer.org;Mike Hillyer;Mike.Hillyer@sakilastaff.com;Mike;4/6/2005;10.99;26/5/2005;15/2/2006;;JEROME KENYON;1;1
164;26/5/2005;2005;5;2;DOGMA FAMILY;A Brilliant Character Study of a Database Administrator And a Monkey who must Succumb a Astronaut in New Orleans;2006;English;NULL;5;G;47 MySakila Drive;Lethbridge;77777;1,89446E+11;MEGAN PALMER;MEGAN.PALMER@sakilacustomer.org;Mike Hillyer;Mike.Hillyer@sakilastaff.com;Mike;28/5/2005;4.99;26/5/2005;15/2/2006;;JERRY JORDON;2;2
165;26/5/2005;2005;5;2;MOTIONS DETAILS;A Awe-Inspiring Reflection of a Dog And a Student who must Kill a Car in An Abandoned Fun House;2006;English;NULL;5;PG;47 MySakila Drive;Lethbridge;79388;9,11872E+11;ANNA HILL;ANNA.HILL@sakilacustomer.org;Mike Hillyer;Mike.Hillyer@sakilastaff.com;Mike;2/6/2005;2.99;26/5/2005;15/2/2006;;JESSE SCHILLING;1;1
166;26/5/2005;2005;5;2;STORY SIDE;A Lacklusture Saga of a Boy And a Cat who must Sink a Dentist in An Abandoned Mine Shaft;2006;English;NULL;7;R;28 MySQL Boulevard;Woodridge;85799;9,72575E+11;JASON MORRISSEY;JASON.MORRISSEY@sakilacustomer.org;Jon Stephens;Jon.Stephens@sakilastaff.com;Jon;31/5/2005;0.99;26/5/2005;15/2/2006;;JESSICA HALL;1;1
167;26/5/2005;2005;5;2;CREEPERS KANE;A Awe-Inspiring Reflection of a Squirrel And a Boat who must Outrace a Car in A Jet Boat;2006;English;NULL;5;NC-17;28 MySQL Boulevard;Woodridge;13496;7,94553E+11;TONY CARRANZA;TONY.CARRANZA@sakilacustomer.org;Jon Stephens;Jon.Stephens@sakilastaff.com;Jon;27/5/2005;4.99;26/5/2005;15/2/2006;;JESSIE MILAM;1;1
168;26/5/2005;2005;5;2;MOON BUNCH;A Beautiful Tale of a Astronaut And a Mad Cow who must Challenge a Cat in A Baloon Factory;2006;English;NULL;7;PG;28 MySQL Boulevard;Woodridge;95835;6,22885E+11;WESLEY BULL;WESLEY.BULL@sakilacustomer.org;Jon Stephens;Jon.Stephens@sakilastaff.com;Jon;2/6/2005;0.99;26/5/2005;15/2/2006;;JILL HAWKINS;3;3
169;26/5/2005;2005;5;2;GRIT CLOCKWORK;A Thoughtful Display of a Dentist And a Squirrel who must Confront a Lumberjack in A Shark Tank;2006;English;NULL;3;PG;47 MySakila Drive;Lethbridge;32716;9,34352E+11;BOBBY BOUDREAU;BOBBY.BOUDREAU@sakilacustomer.org;Mike Hillyer;Mike.Hillyer@sakilastaff.com;Mike;27/5/2005;0.99;26/5/2005;15/2/2006;;JO FOWLER;3;3
170;26/5/2005;2005;5;2;SLEEPY JAPANESE;A Emotional Epistle of a Moose And a Composer who must Fight a Technical Writer in The Outback;2006;English;NULL;4;PG;28 MySQL Boulevard;Woodridge;9599;3,30838E+11;FLORENCE WOODS;FLORENCE.WOODS@sakilacustomer.org;Jon Stephens;Jon.Stephens@sakilastaff.com;Jon;2/6/2005;5.99;26/5/2005;15/2/2006;;JOAN COOPER;1;1
171;26/5/2005;2005;5;2;WITCHES PANIC;A Awe-Inspiring Drama of a Secret Agent And a Hunter who must Fight a Moose in Nigeria;2006;English;NULL;6;NC-17;28 MySQL Boulevard;Woodridge;11067;7,75235E+11;BRYAN HARDISON;BRYAN.HARDISON@sakilacustomer.org;Jon Stephens;Jon.Stephens@sakilastaff.com;Jon;3/6/2005;6.99;26/5/2005;15/2/2006;;JOHN FARNSWORTH;1;1
172;26/5/2005;2005;5;2;NOTTING SPEAKEASY;A Thoughtful Display of a Butler And a Womanizer who must Find a Waitress in The Canadian Rockies;2006;English;NULL;7;PG-13;28 MySQL Boulevard;Woodridge;89668;5,06134E+11;JUNE CARROLL;JUNE.CARROLL@sakilacustomer.org;Jon Stephens;Jon.Stephens@sakilastaff.com;Jon;29/5/2005;0.99;26/5/2005;15/2/2006;;JON WILES;2;2
173;26/5/2005;2005;5;2;SHEPHERD MIDSUMMER;A Thoughtful Drama of a Robot And a Womanizer who must Kill a Lumberjack in A Baloon;2006;English;NULL;7;R;47 MySakila Drive;Lethbridge;22813;3,83353E+11;JESSIE MILAM;JESSIE.MILAM@sakilacustomer.org;Mike Hillyer;Mike.Hillyer@sakilastaff.com;Mike;28/5/2005;0.99;26/5/2005;15/2/2006;;JORDAN ARCHULETA;1;1
174;26/5/2005;2005;5;2;SUMMER SCARFACE;A Emotional Panorama of a Lumberjack And a Hunter who must Meet a Girl in A Shark Tank;2006;English;NULL;5;G;28 MySQL Boulevard;Woodridge;52234;9,55349E+11;HUGH WALDROP;HUGH.WALDROP@sakilacustomer.org;Jon Stephens;Jon.Stephens@sakilastaff.com;Jon;28/5/2005;0.99;26/5/2005;15/2/2006;;JOSE ANDREW;1;1
175;26/5/2005;2005;5;2;VISION TORQUE;A Thoughtful Documentary of a Dog And a Man who must Sink a Man in A Shark Tank;2006;English;NULL;5;PG-13;47 MySakila Drive;Lethbridge;52535;69493378813;FRANCES PARKER;FRANCES.PARKER@sakilacustomer.org;Mike Hillyer;Mike.Hillyer@sakilastaff.com;Mike;3/6/2005;3.99;26/5/2005;15/2/2006;;JOSEPH JOY;2;2
176;26/5/2005;2005;5;2;CRANES RESERVOIR;A Fanciful Documentary of a Teacher And a Dog who must Outgun a Forensic Psychologist in A Baloon Factory;2006;English;NULL;5;NC-17;28 MySQL Boulevard;Woodridge;98332;7,16257E+11;JO FOWLER;JO.FOWLER@sakilacustomer.org;Jon Stephens;Jon.Stephens@sakilastaff.com;Jon;1/6/2005;3.99;26/5/2005;15/2/2006;;JOSEPHINE GOMEZ;1;1
177;26/5/2005;2005;5;2;SEATTLE EXPECATIONS;A Insightful Reflection of a Crocodile And a Sumo Wrestler who must Meet a Technical Writer in The Sahara Desert;2006;English;NULL;4;PG-13;47 MySakila Drive;Lethbridge;841;50898428626;ALLAN CORNISH;ALLAN.CORNISH@sakilacustomer.org;Mike Hillyer;Mike.Hillyer@sakilastaff.com;Mike;1/6/2005;6.99;26/5/2005;15/2/2006;;JOYCE EDWARDS;2;2
178;26/5/2005;2005;5;2;FLYING HOOK;A Thrilling Display of a Mad Cow And a Dog who must Challenge a Frisbee in Nigeria;2006;English;NULL;6;NC-17;28 MySQL Boulevard;Woodridge;36490;3,31133E+11;ALMA AUSTIN;ALMA.AUSTIN@sakilacustomer.org;Jon Stephens;Jon.Stephens@sakilastaff.com;Jon;4/6/2005;5.99;26/5/2005;15/2/2006;;JUAN FRALEY;2;2
179;26/5/2005;2005;5;2;MASSACRE USUAL;A Fateful Reflection of a Waitress And a Crocodile who must Challenge a Forensic Psychologist in California;2006;English;NULL;6;R;28 MySQL Boulevard;Woodridge;72192;2,72572E+11;RUTH MARTINEZ;RUTH.MARTINEZ@sakilacustomer.org;Jon Stephens;Jon.Stephens@sakilastaff.com;Jon;3/6/2005;6.99;26/5/2005;15/2/2006;;JUANITA MASON;1;1
180;26/5/2005;2005;5;2;MOVIE SHAKESPEARE;A Insightful Display of a Database Administrator And a Student who must Build a Hunter in Berlin;2006;English;NULL;6;PG;28 MySQL Boulevard;Woodridge;72394;2,51164E+11;TAMMY SANDERS;TAMMY.SANDERS@sakilacustomer.org;Jon Stephens;Jon.Stephens@sakilastaff.com;Jon;1/6/2005;4.99;26/5/2005;15/2/2006;;JUDITH COX;1;1
181;26/5/2005;2005;5;2;LOLA AGENT;A Astounding Tale of a Mad Scientist And a Husband who must Redeem a Database Administrator in Ancient Japan;2006;English;NULL;4;PG;28 MySQL Boulevard;Woodridge;71102;3,87448E+11;SERGIO STANFIELD;SERGIO.STANFIELD@sakilacustomer.org;Jon Stephens;Jon.Stephens@sakilastaff.com;Jon;29/5/2005;4.99;26/5/2005;15/2/2006;;JUDY GRAY;1;1
182;26/5/2005;2005;5;2;WASH HEAVENLY;A Awe-Inspiring Reflection of a Cat And a Pioneer who must Escape a Hunter in Ancient China;2006;English;NULL;7;R;47 MySakila Drive;Lethbridge;36971;7,92557E+11;TANYA GILBERT;TANYA.GILBERT@sakilacustomer.org;Mike Hillyer;Mike.Hillyer@sakilastaff.com;Mike;1/6/2005;4.99;26/5/2005;15/2/2006;;JULIA FLORES;2;2
183;26/5/2005;2005;5;2;NOVOCAINE FLIGHT;A Fanciful Display of a Student And a Teacher who must Outgun a Crocodile in Nigeria;2006;English;NULL;4;G;47 MySakila Drive;Lethbridge;45403;8,40523E+11;MAXINE SILVA;MAXINE.SILVA@sakilacustomer.org;Mike Hillyer;Mike.Hillyer@sakilastaff.com;Mike;1/6/2005;2.99;26/5/2005;15/2/2006;;JULIO NOLAND;1;1
184;26/5/2005;2005;5;2;HONEY TIES;A Taut Story of a Waitress And a Crocodile who must Outrace a Lumberjack in A Shark Tank;2006;English;NULL;3;R;28 MySQL Boulevard;Woodridge;57380;5,90764E+11;ARMANDO GRUBER;ARMANDO.GRUBER@sakilacustomer.org;Jon Stephens;Jon.Stephens@sakilastaff.com;Jon;28/5/2005;0.99;26/5/2005;15/2/2006;;JUNE CARROLL;1;1
185;26/5/2005;2005;5;2;METAL ARMAGEDDON;A Thrilling Display of a Lumberjack And a Crocodile who must Meet a Monkey in A Baloon Factory;2006;English;NULL;6;PG-13;47 MySakila Drive;Lethbridge;60304;4,90212E+11;ETHEL WEBB;ETHEL.WEBB@sakilacustomer.org;Mike Hillyer;Mike.Hillyer@sakilastaff.com;Mike;2/6/2005;3.99;26/5/2005;15/2/2006;;JUSTIN NGO;2;2
186;26/5/2005;2005;5;2;HALF OUTFIELD;A Epic Epistle of a Database Administrator And a Crocodile who must Face a Madman in A Jet Boat;2006;English;NULL;6;PG-13;47 MySakila Drive;Lethbridge;33599;1,95338E+11;TIM CARY;TIM.CARY@sakilacustomer.org;Mike Hillyer;Mike.Hillyer@sakilastaff.com;Mike;3/6/2005;4.99;26/5/2005;15/2/2006;;KARL SEAL;2;2
187;26/5/2005;2005;5;2;SWEET BROTHERHOOD;A Unbelieveable Epistle of a Sumo Wrestler And a Hunter who must Chase a Forensic Psychologist in A Baloon;2006;English;NULL;3;R;28 MySQL Boulevard;Woodridge;92568;6,02101E+11;ANDRE RAPP;ANDRE.RAPP@sakilacustomer.org;Jon Stephens;Jon.Stephens@sakilastaff.com;Jon;4/6/2005;8.99;26/5/2005;15/2/2006;;KATHRYN COLEMAN;1;1
188;26/5/2005;2005;5;2;ROAD ROXANNE;A Boring Character Study of a Waitress And a Astronaut who must Fight a Crocodile in Ancient Japan;2006;English;NULL;4;R;28 MySQL Boulevard;Woodridge;37288;6,86016E+11;LYDIA BURKE;LYDIA.BURKE@sakilacustomer.org;Jon Stephens;Jon.Stephens@sakilastaff.com;Jon;26/5/2005;4.99;26/5/2005;15/2/2006;;KATHY JAMES;1;1
189;26/5/2005;2005;5;2;DEEP CRUSADE;A Amazing Tale of a Crocodile And a Squirrel who must Discover a Composer in Australia;2006;English;NULL;6;PG-13;47 MySakila Drive;Lethbridge;75933;2,66798E+11;STELLA MORENO;STELLA.MORENO@sakilacustomer.org;Mike Hillyer;Mike.Hillyer@sakilastaff.com;Mike;27/5/2005;4.99;26/5/2005;15/2/2006;;KATIE ELLIOTT;2;2
190;26/5/2005;2005;5;2;SUN CONFESSIONS;A Beautiful Display of a Mad Cow And a Dog who must Redeem a Waitress in An Abandoned Amusement Park;2006;English;NULL;5;R;28 MySQL Boulevard;Woodridge;22813;3,83353E+11;JESSIE MILAM;JESSIE.MILAM@sakilacustomer.org;Jon Stephens;Jon.Stephens@sakilastaff.com;Jon;1/6/2005;1.99;26/5/2005;15/2/2006;;KAY CALDWELL;1;1
191;26/5/2005;2005;5;2;VOYAGE LEGALLY;A Epic Tale of a Squirrel And a Hunter who must Conquer a Boy in An Abandoned Mine Shaft;2006;English;NULL;6;PG-13;28 MySQL Boulevard;Woodridge;40509;1,29953E+11;ALLEN BUTTERFIELD;ALLEN.BUTTERFIELD@sakilacustomer.org;Jon Stephens;Jon.Stephens@sakilastaff.com;Jon;28/5/2005;0.99;26/5/2005;15/2/2006;;KEITH RICO;2;2
192;26/5/2005;2005;5;2;HEDWIG ALTER;A Action-Packed Yarn of a Womanizer And a Lumberjack who must Chase a Sumo Wrestler in A Monastery;2006;English;NULL;7;NC-17;47 MySakila Drive;Lethbridge;40926;3,31889E+11;RANDALL NEUMANN;RANDALL.NEUMANN@sakilacustomer.org;Mike Hillyer;Mike.Hillyer@sakilastaff.com;Mike;2/6/2005;2.99;26/5/2005;15/2/2006;;KEN PREWITT;2;2
193;26/5/2005;2005;5;2;STRAIGHT HOURS;A Boring Panorama of a Secret Agent And a Girl who must Sink a Waitress in The Outback;2006;English;NULL;3;R;28 MySQL Boulevard;Woodridge;83565;7,01768E+11;LEAH CURTIS;LEAH.CURTIS@sakilacustomer.org;Jon Stephens;Jon.Stephens@sakilastaff.com;Jon;30/5/2005;1.99;26/5/2005;15/2/2006;;KENNETH GOODEN;1;1
194;26/5/2005;2005;5;2;EXPENDABLE STALLION;A Amazing Character Study of a Mad Cow And a Squirrel who must Discover a Hunter in A U-Boat;2006;English;NULL;3;PG;47 MySakila Drive;Lethbridge;65750;18461860151;ANGELA HERNANDEZ;ANGELA.HERNANDEZ@sakilacustomer.org;Mike Hillyer;Mike.Hillyer@sakilastaff.com;Mike;30/5/2005;1.99;26/5/2005;15/2/2006;;KEVIN SCHULER;1;1
195;26/5/2005;2005;5;2;CALENDAR GUNFIGHT;A Thrilling Drama of a Frisbee And a Lumberjack who must Sink a Man in Nigeria;2006;English;NULL;4;NC-17;28 MySQL Boulevard;Woodridge;44274;2,03203E+11;BOB PFEIFFER;BOB.PFEIFFER@sakilacustomer.org;Jon Stephens;Jon.Stephens@sakilastaff.com;Jon;31/5/2005;5.99;26/5/2005;15/2/2006;;KIRK STCLAIR;2;2
196;26/5/2005;2005;5;2;ATLANTIS CAUSE;A Thrilling Yarn of a Feminist And a Hunter who must Fight a Technical Writer in A Shark Tank;2006;English;NULL;6;G;47 MySakila Drive;Lethbridge;43310;3,0259E+11;VIVIAN RUIZ;VIVIAN.RUIZ@sakilacustomer.org;Mike Hillyer;Mike.Hillyer@sakilastaff.com;Mike;27/5/2005;2.99;26/5/2005;15/2/2006;;KRISTEN CHAVEZ;1;1
197;26/5/2005;2005;5;2;TRUMAN CRAZY;A Thrilling Epistle of a Moose And a Boy who must Meet a Database Administrator in A Monastery;2006;English;NULL;7;G;28 MySQL Boulevard;Woodridge;5753;3,57593E+11;KELLY KNOTT;KELLY.KNOTT@sakilacustomer.org;Jon Stephens;Jon.Stephens@sakilastaff.com;Jon;3/6/2005;5.99;26/5/2005;15/2/2006;;KRISTIN JOHNSTON;1;1
198;26/5/2005;2005;5;2;GUNFIGHT MOON;A Epic Reflection of a Pastry Chef And a Explorer who must Reach a Dentist in The Sahara Desert;2006;English;NULL;5;NC-17;28 MySQL Boulevard;Woodridge;48980;9,20811E+11;TERESA ROGERS;TERESA.ROGERS@sakilacustomer.org;Jon Stephens;Jon.Stephens@sakilastaff.com;Jon;4/6/2005;4.99;26/5/2005;15/2/2006;;KYLE SPURLOCK;1;1
199;26/5/2005;2005;5;2;INSIDER ARIZONA;A Astounding Saga of a Mad Scientist And a Hunter who must Pursue a Robot in A Baloon Factory;2006;English;NULL;5;NC-17;47 MySakila Drive;Lethbridge;50805;5,65018E+11;KATHY JAMES;KATHY.JAMES@sakilacustomer.org;Mike Hillyer;Mike.Hillyer@sakilastaff.com;Mike;28/5/2005;2.99;26/5/2005;15/2/2006;;LANCE PEMBERTON;2;2
200;26/5/2005;2005;5;2;STREETCAR INTENTIONS;A Insightful Character Study of a Waitress And a Crocodile who must Sink a Waitress in The Gulf of Mexico;2006;English;NULL;5;R;28 MySQL Boulevard;Woodridge;97960;9,0803E+11;KEVIN SCHULER;KEVIN.SCHULER@sakilacustomer.org;Jon Stephens;Jon.Stephens@sakilastaff.com;Jon;31/5/2005;4.99;26/5/2005;15/2/2006;;LARRY THRASHER;1;1
201;26/5/2005;2005;5;2;COMFORTS RUSH;A Unbelieveable Panorama of a Pioneer And a Husband who must Meet a Mad Cow in An Abandoned Mine Shaft;2006;English;NULL;3;NC-17;28 MySQL Boulevard;Woodridge;88306;2,37369E+11;MARCUS HIDALGO;MARCUS.HIDALGO@sakilacustomer.org;Jon Stephens;Jon.Stephens@sakilastaff.com;Jon;4/6/2005;8.99;26/5/2005;15/2/2006;;LAURA RODRIGUEZ;2;2
202;26/5/2005;2005;5;2;CHOCOLAT HARRY;A Action-Packed Epistle of a Dentist And a Moose who must Meet a Mad Cow in Ancient Japan;2006;English;NULL;5;NC-17;47 MySakila Drive;Lethbridge;21954;1,44454E+11;SHARON ROBINSON;SHARON.ROBINSON@sakilacustomer.org;Mike Hillyer;Mike.Hillyer@sakilastaff.com;Mike;2/6/2005;2.99;26/5/2005;15/2/2006;;LAUREN HUDSON;3;3
203;26/5/2005;2005;5;2;ROLLERCOASTER BRINGING;A Beautiful Drama of a Robot And a Lumberjack who must Discover a Technical Writer in A Shark Tank;2006;English;NULL;5;PG-13;28 MySQL Boulevard;Woodridge;30418;6,22255E+11;EDNA WEST;EDNA.WEST@sakilacustomer.org;Jon Stephens;Jon.Stephens@sakilastaff.com;Jon;3/6/2005;5.99;26/5/2005;15/2/2006;;LAURIE LAWRENCE;1;1
204;26/5/2005;2005;5;2;HAROLD FRENCH;A Stunning Saga of a Sumo Wrestler And a Student who must Outrace a Moose in The Sahara Desert;2006;English;NULL;6;NC-17;47 MySakila Drive;Lethbridge;35202;1,05882E+11;CLAUDE HERZOG;CLAUDE.HERZOG@sakilacustomer.org;Mike Hillyer;Mike.Hillyer@sakilastaff.com;Mike;30/5/2005;0.99;26/5/2005;15/2/2006;;LENA JENSEN;1;1
205;26/5/2005;2005;5;2;BETRAYED REAR;A Emotional Character Study of a Boat And a Pioneer who must Find a Explorer in A Shark Tank;2006;English;NULL;5;NC-17;28 MySQL Boulevard;Woodridge;24321;8,86636E+11;GRACE ELLIS;GRACE.ELLIS@sakilacustomer.org;Jon Stephens;Jon.Stephens@sakilastaff.com;Jon;29/5/2005;4.99;26/5/2005;15/2/2006;;LEON BOSTIC;2;2
206;26/5/2005;2005;5;2;GRAFFITI LOVE;A Unbelieveable Epistle of a Sumo Wrestler And a Hunter who must Build a Composer in Berlin;2006;English;NULL;3;PG;28 MySQL Boulevard;Woodridge;60079;20064292617;CARL ARTIS;CARL.ARTIS@sakilacustomer.org;Jon Stephens;Jon.Stephens@sakilastaff.com;Jon;27/5/2005;0.99;26/5/2005;15/2/2006;;LEONA OBRIEN;1;1
207;26/5/2005;2005;5;2;AMERICAN CIRCUS;A Insightful Drama of a Girl And a Astronaut who must Face a Database Administrator in A Shark Tank;2006;English;NULL;3;R;47 MySakila Drive;Lethbridge;52535;69493378813;FRANCES PARKER;FRANCES.PARKER@sakilacustomer.org;Mike Hillyer;Mike.Hillyer@sakilastaff.com;Mike;27/5/2005;4.99;26/5/2005;15/2/2006;;LEROY BUSTAMANTE;2;2
208;26/5/2005;2005;5;2;SLACKER LIAISONS;A Fast-Paced Tale of a A Shark And a Student who must Meet a Crocodile in Ancient China;2006;English;NULL;7;R;47 MySakila Drive;Lethbridge;85548;9,59949E+11;NAOMI JENNINGS;NAOMI.JENNINGS@sakilacustomer.org;Mike Hillyer;Mike.Hillyer@sakilastaff.com;Mike;27/5/2005;4.99;26/5/2005;15/2/2006;;LESLIE GORDON;1;1
209;26/5/2005;2005;5;2;CLOSER BANG;A Unbelieveable Panorama of a Frisbee And a Hunter who must Vanquish a Monkey in Ancient India;2006;English;NULL;5;R;28 MySQL Boulevard;Woodridge;89294;9,24815E+11;CARLOS COUGHLIN;CARLOS.COUGHLIN@sakilacustomer.org;Jon Stephens;Jon.Stephens@sakilastaff.com;Jon;27/5/2005;4.99;26/5/2005;15/2/2006;;LESLIE SEWARD;2;2
210;26/5/2005;2005;5;2;HALF OUTFIELD;A Epic Epistle of a Database Administrator And a Crocodile who must Face a Madman in A Jet Boat;2006;English;NULL;6;PG-13;28 MySQL Boulevard;Woodridge;83536;6,67736E+11;CLARENCE GAMEZ;CLARENCE.GAMEZ@sakilacustomer.org;Jon Stephens;Jon.Stephens@sakilastaff.com;Jon;27/5/2005;2.99;26/5/2005;15/2/2006;;LILLIAN GRIFFIN;1;1
211;26/5/2005;2005;5;2;SWEET BROTHERHOOD;A Unbelieveable Epistle of a Sumo Wrestler And a Hunter who must Chase a Forensic Psychologist in A Baloon;2006;English;NULL;3;R;28 MySQL Boulevard;Woodridge;63337;2,64542E+11;BEATRICE ARNOLD;BEATRICE.ARNOLD@sakilacustomer.org;Jon Stephens;Jon.Stephens@sakilastaff.com;Jon;28/5/2005;2.99;26/5/2005;15/2/2006;;LINDA WILLIAMS;1;1
212;26/5/2005;2005;5;2;COMA HEAD;A Awe-Inspiring Drama of a Boy And a Frisbee who must Escape a Pastry Chef in California;2006;English;NULL;6;NC-17;47 MySakila Drive;Lethbridge;94352;8,00024E+11;CHERYL MURPHY;CHERYL.MURPHY@sakilacustomer.org;Mike Hillyer;Mike.Hillyer@sakilastaff.com;Mike;30/5/2005;4.99;26/5/2005;15/2/2006;;LISA ANDERSON;1;1
213;26/5/2005;2005;5;2;FORREST SONS;A Thrilling Documentary of a Forensic Psychologist And a Butler who must Defeat a Explorer in A Jet Boat;2006;English;NULL;4;R;28 MySQL Boulevard;Woodridge;966;5,37374E+11;CHRIS BROTHERS;CHRIS.BROTHERS@sakilacustomer.org;Jon Stephens;Jon.Stephens@sakilastaff.com;Jon;31/5/2005;3.99;26/5/2005;15/2/2006;;LOIS BUTLER;1;1
214;26/5/2005;2005;5;2;FISH OPUS;A Touching Display of a Feminist And a Girl who must Confront a Astronaut in Australia;2006;English;NULL;4;R;47 MySakila Drive;Lethbridge;92265;4,12903E+11;LILLIAN GRIFFIN;LILLIAN.GRIFFIN@sakilacustomer.org;Mike Hillyer;Mike.Hillyer@sakilastaff.com;Mike;31/5/2005;3.99;26/5/2005;15/2/2006;;LONNIE TIRADO;1;1
215;26/5/2005;2005;5;2;CHRISTMAS MOONSHINE;A Action-Packed Epistle of a Feminist And a Astronaut who must Conquer a Boat in A Manhattan Penthouse;2006;English;NULL;7;NC-17;47 MySakila Drive;Lethbridge;89459;2,64286E+11;SUE PETERS;SUE.PETERS@sakilacustomer.org;Mike Hillyer;Mike.Hillyer@sakilastaff.com;Mike;28/5/2005;0.99;26/5/2005;15/2/2006;;LOUIS LEONE;1;1
216;26/5/2005;2005;5;2;FEATHERS METAL;A Thoughtful Yarn of a Monkey And a Teacher who must Find a Dog in Australia;2006;English;NULL;3;PG-13;47 MySakila Drive;Lethbridge;52163;3,4568E+11;LOIS BUTLER;LOIS.BUTLER@sakilacustomer.org;Mike Hillyer;Mike.Hillyer@sakilastaff.com;Mike;3/6/2005;5.99;26/5/2005;15/2/2006;;LUCY WHEELER;1;1
217;26/5/2005;2005;5;2;WASH HEAVENLY;A Awe-Inspiring Reflection of a Cat And a Pioneer who must Escape a Hunter in Ancient China;2006;English;NULL;7;R;47 MySakila Drive;Lethbridge;58186;6,65994E+11;JOSEPHINE GOMEZ;JOSEPHINE.GOMEZ@sakilacustomer.org;Mike Hillyer;Mike.Hillyer@sakilastaff.com;Mike;31/5/2005;4.99;26/5/2005;15/2/2006;;LUIS YANEZ;1;1
218;26/5/2005;2005;5;2;KICK SAVANNAH;A Emotional Drama of a Monkey And a Robot who must Defeat a Monkey in New Orleans;2006;English;NULL;3;PG-13;28 MySQL Boulevard;Woodridge;70923;8,06017E+11;CHRISTOPHER GRECO;CHRISTOPHER.GRECO@sakilacustomer.org;Jon Stephens;Jon.Stephens@sakilastaff.com;Jon;4/6/2005;6.99;26/5/2005;15/2/2006;;MABEL HOLLAND;3;3
219;26/5/2005;2005;5;2;PHILADELPHIA WIFE;A Taut Yarn of a Hunter And a Astronaut who must Conquer a Database Administrator in The Sahara Desert;2006;English;NULL;7;PG-13;28 MySQL Boulevard;Woodridge;46400;37247325001;RICARDO MEADOR;RICARDO.MEADOR@sakilacustomer.org;Jon Stephens;Jon.Stephens@sakilastaff.com;Jon;28/5/2005;4.99;26/5/2005;15/2/2006;;MAE FLETCHER;2;2
220;26/5/2005;2005;5;2;ELIZABETH SHANE;A Lacklusture Display of a Womanizer And a Dog who must Face a Sumo Wrestler in Ancient Japan;2006;English;NULL;7;NC-17;47 MySakila Drive;Lethbridge;51309;7,84907E+11;LONNIE TIRADO;LONNIE.TIRADO@sakilacustomer.org;Mike Hillyer;Mike.Hillyer@sakilastaff.com;Mike;1/6/2005;4.99;26/5/2005;15/2/2006;;MANUEL MURRELL;1;1
221;26/5/2005;2005;5;2;SHANE DARKNESS;A Action-Packed Saga of a Moose And a Lumberjack who must Find a Woman in Berlin;2006;English;NULL;5;PG;47 MySakila Drive;Lethbridge;97700;9,23262E+11;LESLIE GORDON;LESLIE.GORDON@sakilacustomer.org;Mike Hillyer;Mike.Hillyer@sakilastaff.com;Mike;29/5/2005;2.99;26/5/2005;15/2/2006;;MARCIA DEAN;1;1
222;26/5/2005;2005;5;2;MOURNING PURPLE;A Lacklusture Display of a Waitress And a Lumberjack who must Chase a Pioneer in New Orleans;2006;English;NULL;5;PG;28 MySQL Boulevard;Woodridge;74671;8,00717E+11;LOUISE JENKINS;LOUISE.JENKINS@sakilacustomer.org;Jon Stephens;Jon.Stephens@sakilastaff.com;Jon;31/5/2005;0.99;26/5/2005;15/2/2006;;MARGARET MOORE;1;1
223;26/5/2005;2005;5;2;PLUTO OLEANDER;A Action-Packed Reflection of a Car And a Moose who must Outgun a Car in A Shark Tank;2006;English;NULL;5;R;47 MySakila Drive;Lethbridge;70664;3,66777E+11;LEON BOSTIC;LEON.BOSTIC@sakilacustomer.org;Mike Hillyer;Mike.Hillyer@sakilastaff.com;Mike;30/5/2005;4.99;26/5/2005;15/2/2006;;MARGIE WADE;2;2
224;26/5/2005;2005;5;2;VAMPIRE WHALE;A Epic Story of a Lumberjack And a Monkey who must Confront a Pioneer in A MySQL Convention;2006;English;NULL;4;NC-17;47 MySakila Drive;Lethbridge;25787;5,56101E+11;BRIAN WYMAN;BRIAN.WYMAN@sakilacustomer.org;Mike Hillyer;Mike.Hillyer@sakilastaff.com;Mike;4/6/2005;9.99;26/5/2005;15/2/2006;;MARIA MILLER;2;2
